category,title,creator,publication_year,description
movie,The Siege of Jadotville,Richie Smyth,2016,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.
movie,Up in the Air,Jason Reitman,2009,"Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire."
movie,The Midnight Meat Train,Ryûhei Kitamura,2008,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable."
movie,The Twilight Saga: Eclipse,David Slade,2010,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob."
movie,Transpecos,Greg Kwedar,2016,"For three Border Patrol agents working a remote desert checkpoint, the contents of one car will reveal an insidious plot within their own ranks. The next 24 hours will take them on a treacherous journey that could cost them their lives."
movie,What's Your Number?,Mark Mylod,2011,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.
movie,Riddick,David Twohy,2013,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past."
movie,Triangle,Christopher Smith,2009,"The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas."
movie,The Butler,Lee Daniels,2013,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society."
movie,King Cobra,Justin Kelly,2016,"This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart a.k.a. Brent Corrigan, before his falling out with the producer who made him famous. When... See full summary »"
movie,After Earth,M. Night Shyamalan,2013,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help."
movie,Kicks,Justin Tipping,2016,"Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retrieve them."
movie,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,2015,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
movie,The Descendants,Alexander Payne,2011,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.
movie,Sex and the City 2,Michael Patrick King,2010,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie."
movie,The Kings of Summer,Jordan Vogt-Roberts,2013,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land."
movie,Death Race,Paul W.S. Anderson,2008,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.
movie,That Awkward Moment,Tom Gormican,2014,"Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?"""
movie,Legion,Scott Stewart,2010,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope."
movie,End of Watch,David Ayer,2012,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
movie,3 Days to Kill,McG,2014,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.
movie,Lucky Number Slevin,Paul McGuigan,2006,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.
movie,Trance,Danny Boyle,2013,An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.
movie,Into the Forest,Patricia Rozema,2015,"After a massive power outage, two sisters learn to survive on their own in their isolated woodland home."
movie,The Other Boleyn Girl,Justin Chadwick,2008,Two sisters contend for the affection of King Henry VIII.
movie,I Spit on Your Grave,Steven R. Monroe,2010,"A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead."
movie,Custody,James Lapine,2016,The lives of three women are unexpectedly changed when they cross paths at a New York Family Court.
movie,Inland Empire,David Lynch,2006,"As an actress starts to adopt the persona of her character in a film, her world starts to become nightmarish and surreal."
movie,L'odyssée,Jérôme Salle,2016,"Highly influential and a fearlessly ambitious pioneer, innovator, filmmaker, researcher and conservationist, Jacques-Yves Cousteau's aquatic adventure covers roughly thirty years of an inarguably rich in achievements life."
movie,The Walk,Robert Zemeckis,2015,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers."
movie,Wrecker,Micheal Bafaro,2015,"Best friends Emily and Lesley go on a road trip to the desert. When Emily decides to get off the highway and take a ""short cut,"" they become the target of a relentless and psychotic trucker... See full summary »"
movie,The Lone Ranger,Gore Verbinski,2013,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
movie,Texas Chainsaw 3D,John Luessenhop,2013,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.
movie,Disturbia,D.J. Caruso,2007,A teen living under house arrest becomes convinced his neighbor is a serial killer.
movie,Rock of Ages,Adam Shankman,2012,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams."
movie,Scream 4,Wes Craven,2011,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer."
movie,Queen of Katwe,Mira Nair,2016,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.
movie,My Big Fat Greek Wedding 2,Kirk Jones,2016,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.
